0	1000
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	0
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
-1000	-1
